ॐ { ओंकार }	Oṃ  { oṃkāra }	phrase	Om  [ āum, Omkara ]
अवस्थित	avasthita	adj.	trusty
अवस्थित	avasthita	m.	survivor
अवस्थित	avasthita	ppp.	arrayed
अवस्थित	avasthita	ppp.	remained
अवस्थित	avasthita	ppp.	settled
अवस्थित	avasthita	ppp.	standing
अवस्थिति	avasthiti	f.	following
अवस्थिति	avasthiti	f.	practising
अवस्थिति	avasthiti	f.	residence abiding
अवस्थिति	avasthiti	f.	stability an-av
अवस्थीयते { अवस्था }	avasthīyate  { avasthā }	verb pass.	to be settled or fixed or chosen
अवस्पर्तृ	avaspartṛ	m.	preserver
अवस्पृणोति { अवस्पृ }	avaspṛṇoti  { avaspṛ }	verb	defend
अवस्फोटन	avasphoṭana	n.	cracking the fingers
अवस्यति { अव- सो }	avasyati  { ava- so }	verb 4	finish
अवस्यति { अव- सो }	avasyati  { ava- so }	verb 4	unharness the horses
अवस्यति { अवसो }	avasyati  { avaso }	verb	be at an end
अवस्यति { अवसो }	avasyati  { avaso }	verb	be exhausted
अवस्यति { अवसो }	avasyati  { avaso }	verb	be finished
अवस्यति { अवसो }	avasyati  { avaso }	verb	choose or appoint as a place for dwelling
अवस्यति { अवसो }	avasyati  { avaso }	verb	decide
अवस्यति { अव- सो }	avasyati  { ava- so }	verb	deliver from
अवस्यति { अवसो }	avasyati  { avaso }	verb	loosen
अवस्यति { अवसो }	avasyati  { avaso }	verb	obtain
अवस्यति { अवसो }	avasyati  { avaso }	verb	put up at any one's house
अवस्यति { अव- सो }	avasyati  { ava- so }	verb	rest
अवस्यति { अव- सो }	avasyati  { ava- so }	verb	settle
अवस्यति { अवसो }	avasyati  { avaso }	verb	take one's abode or standing-place in
अवस्यति { अव- सो }	avasyati  { ava- so }	verb	terminate the undertaking
अवस्यति { अवसो }	avasyati  { avaso }	verb	unharness (horses)
अवस्यन्दते { अवस्यन्द् }	avasyandate  { avasyand }	verb	flow or trickle down
अवस्यन्दित	avasyandita	n.	attributing to one's own words a sense not originally meant
अवस्यायति { अवसो }	avasyāyati  { avaso }	verb caus.	cause to take up one's abode in or upon
अवस्यु	avasyu	adj.	desiring favour or assistance
अवस्यु	avasyu	adj.	desirous of helping or assisting
अवस्रुत	avasruta	adj.	run or dropped down
अवस्वत्	avasvat	adj.	desirous
अवस्वन्य	avasvanya	adj.	roaring
अवस्वरति { अवस्वृ }	avasvarati  { avasvṛ }	verb	sound (as an instrument)
अवस्वरति { अवस्वृ }	avasvarati  { avasvṛ }	verb	sustain with gradually lowered voice
अवस्वापनिका	avasvāpanikā	f.	lulling to sleep
अवस्वापनी	avasvāpanī	f.	lulling to sleep
अवहत	avahata	adj.	threshed
अवहत	avahata	adj.	winnowed
अवहनन	avahanana	n.	left lung
अवहनन	avahanana	n.	threshing
अवहनन	avahanana	n.	winnowing
अवहन्ति { अवहन् }	avahanti  { avahan }	verb	hit  
अवहन्ति { अवहन् }	avahanti  { avahan }	verb	strike
अवहन्ति { अवहन् }	avahanti  { avahan }	verb	throw down
अवहन्तृ	avahantṛ	m.	one who throws off or wards off
अवहरति { अवहृ }	avaharati  { avahṛ }	verb	amass
अवहरति { अवहृ }	avaharati  { avahṛ }	verb	bring together
अवहरते { अवहृ }	avaharate  { avahṛ }	verb	move down (as the arms)
अवहरते { अवहृ }	avaharate  { avahṛ }	verb	put down or aside
अवहरते { अवहृ }	avaharate  { avahṛ }	verb	take down
अवहरयति { अवहृ }	avaharayati  { avahṛ }	verb caus.	cause to pay taxes
अवहर्षिस्त	avaharṣista	adj.	caused to shiver
अवहसति { अव- हस् }	avahasati  { ava- has }	verb 1	deride
अवहसति { अव- हस् }	avahasati  { ava- has }	verb 1	laugh at
अवहसति { अव- हस् }	avahasati  { ava- has }	verb 1	ridicule
अवहापयति { अवहा }	avahāpayati  { avahā }	verb caus.	cause to remain behind on
अवहापयति { अवहा }	avahāpayati  { avahā }	verb caus.	deviate from a path
अवहार	avahāra	m.	abandoning a sect or cast
अवहार	avahāra	m.	apostasy
अवहार	avahāra	m.	cessation of playing
अवहार	avahāra	m.	duty
अवहार	avahāra	m.	inviting
अवहार	avahāra	m.	marine monster
अवहार	avahāra	m.	rebate
अवहार	avahāra	m.	summoning
अवहार	avahāra	m.	suspension of arms
अवहार	avahāra	m.	tax
अवहार	avahāra	m.	thief
अवहार	avahāra	m.	truce
अवहारक	avahāraka	adj.	one who stops fighting
अवहारक	avahāraka	m.	marine monster
अवहारिक	avahārika	n.	booty
अवहारिक	avahārika	n.	plunder
अवहालिका	avahālikā	f.	hedge
अवहालिका	avahālikā	f.	wall
अवहास	avahāsa	m.	derision
अवहास	avahāsa	m.	jest
अवहास	avahāsa	m.	joke
अवहास्य	avahāsya	adj.	exposed to ridiculous
अवहास्य	avahāsya	adj.	ridiculous
अवहास्य	avahāsya	adj.	to be derided
अवहास्यता	avahāsyatā	f.	ridiculousness
अवहित	avahita	adj.	confined within
अवहित	avahita	adj.	considerate
अवहित	avahita	adj.	fallen into
अवहित	avahita	adj.	placed into
अवहित	avahita	adj.	plunged into
अवहित	avahita	adj. ppp.	careful
अवहित	avahita	adj. ppp.	cautious
अवहित	avahita	ppp.	attentive
अवहित	avahita	ppp.	mindful
अवहितता	avahitatā	f.	application
अवहितता	avahitatā	f.	attention
अवहितमनसा करणीयम्	avahitamanasā karaṇīyam	sent.	ḍo it with some interest, please.
अवहेल	avahela	f.n.	disrespect
अवहेल	avahela	ind.	quite easily
अवहेल	avahela	ind.	without any trouble
अवहेलया	avahelayā	f.n.	disrespect
अवहेलया	avahelayā	ind.	quite easily
अवहेलया	avahelayā	ind.	without any trouble
अवह्नि	avahni	adj.	not sacrificing
अवह्रियते { अवहृ }	avahriyate  { avahṛ }	verb pass.	to be caused to pay taxes
अवाकरोति { अवाकृ }	avākaroti  { avākṛ }	verb	remove
अवाकरोति { अवाकृ }	avākaroti  { avākṛ }	verb	ward off
अवाक्	avāk	adj.	being or situated below
अवाक्	avāk	adj.	lower than
अवाक्	avāk	adj.	turned downwards
अवाक्	avāk	f.	southern quarter
अवाक्	avāk	ind.	downwards
अवाक्	avāk	ind.	headlong
अवाक्क	avākka	adj.	speechless
अवाक्क	avākka	adj.	turned downwards
अवाक्छ्रुति	avākchruti	adj.	deaf and dumb
अवाक्पुष्पि	avākpuṣpi	f.	dill plant  [ ānethum ṅraveolens - Bot. ]
अवाक्फल	avākphala	adj.	having evil consequences
अवाक्शाख	avākśākha	adj.	having shoots turned downwards
अवाक्श्रुति	avākśruti	adj.	deaf and dumb
अवाक्सिरस्	avāksiras	adj.	headlong
अवाक्सृङ्ग	avāksṛṅga	adj.	whose crescent is turned downwards
अवाक्स्रोतस्	avāksrotas	adj.	tending downwards
अवागच्छति { अवागम् }	avāgacchati  { avāgam }	verb	undertake
अवागणन	avāgaṇana	n.	under-estimation
अवाग्गति	avāggati	f.	way downwards
अवाचक	avācaka	adj.	not expressive of
अवाचाल	avācāla	adj.	not talkative or boastful
अवाचिनशीर्षन्	avācinaśīrṣan	adj.	headlong
अवाचिनोति { अवाचि }	avācinoti  { avāci }	verb	dissipate what is accumulated
अवाची	avācī	f.	southern quarter
अवाचंयम	avācaṃyama	adj.	not silent
अवाचंयम	avācaṃyama	adj.	not suppressing the voice
अवाच्	avāc	adj.	southern
अवाच्य	avācya	adj.	improper to be uttered
अवाच्य	avācya	adj.	not deserving censure
अवाच्य	avācya	adj.	not distinctly expressed
अवाच्य	avācya	adj.	not to be addressed
अवाच्य	avācya	adj.	southerly
अवाच्य	avācya	adj.	southern
अवाच्य	avācya	adj.	unblamable or irreproachable
अवाच्य	avācya	adj.	unspeakable
अवाच्य	avācya	adj.	what should not be said
अवाच्यता	avācyatā	f.	calumny
अवाच्यता	avācyatā	f.	reproach
अवाच्यदेश	avācyadeśa	m.	vulva
अवाञ्चम्	avāñcam	ind.	downwards
अवाञ्च्	avāñc	adj.	
अवाञ्च्	avāñc	adj.	āṅ
अवाञ्च्	avāñc	adj.	being or situated below
अवाञ्च्	avāñc	adj.	downward
अवाञ्च्	avāñc	adj.	lower than
अवाञ्च्	avāñc	adj.	southern
अवाञ्च्	avāñc	adj.	turned downwards
अवात	avāta	adj.	fresh
अवात	avāta	adj.	not dried up
अवात	avāta	adj.	unattacked
अवात	avāta	adj.	untroubled
अवात	avāta	adj.	windless
अवात	avāta	n.	windless atmosphere
अवातल	avātala	adj.	not flatulent
अवादिन्	avādin	adj.	not disputing
अवान	avāna	adj.	wet
अवानिति { अवान् }	avāniti  { avān }	verb	breathe or inhale
अवान्तर	avāntara	adj.	intermediate
अवान्तर	avāntara	adj.	respective
अवान्तर	avāntara	adj.	respectively different
अवान्तरभेद	avāntarabheda	m.	subdivision
अवान्तरम्	avāntaram	adj.	intermediate
अवान्तराम्	avāntarām	ind.	between
अवान्तरेडा	avāntareḍā	f.	subdivided into five parts
अवापित	avāpita	adj.	not sown  but planted
अवापोहति { अवापोह् }	avāpohati  { avāpoh }	verb	remove
अवाप्त	avāpta	adj.	acquired
अवाप्त	avāpta	adj.	got
अवाप्त	avāpta	adj.	obtained
अवाप्त	avāpta	adj.	one who has attained or reached
अवाप्त	avāpta	n.	got by division
अवाप्त	avāpta	n.	quotient
अवाप्तवत्	avāptavat	adj.	entertaining
अवाप्तवत्	avāptavat	adj.	obtaining
अवाप्तवत्	avāptavat	adj.	reaching
अवाप्ति	avāpti	f.	acquirement
अवाप्ति	avāpti	f.	quotient
अवाप्ति	avāpti	m.	getting
अवाप्ति	avāpti	m.	obtaining
अवाप्नोति { अव- आप् }	avāpnoti  { ava- āp }	verb 5 Par	attain
अवाप्नोति { अव- आप् }	avāpnoti  { ava- āp }	verb	reach
अवाप्नोति { अवाप् }	avāpnoti  { avāp }	verb	gain
अवाप्नोति { अवाप् }	avāpnoti  { avāp }	verb	get
अवाप्नोति { अवाप् }	avāpnoti  { avāp }	verb	get by division (as a quotient)  [ math. ]
अवाप्नोति { अवाप् }	avāpnoti  { avāp }	verb	obtain
अवाप्नोति { अवाप् }	avāpnoti  { avāp }	verb	suffer  [ blame or unpleasantness or pain ]
अवाप्य { अवाप्नोति }	avāpya  { avāpnoti }	gerund	obtained
अवाय	avāya	m.	going down
अवाय	avāya	m.	yielding
अवार	avāra	n.	near bank of a river
अवारणीय	avāraṇīya	adj.	incurable i.e. treating of incurable sicknesses
अवारणीय	avāraṇīya	adj.	not to be warded off
अवारित	avārita	adj.	unimpeded
अवारित	avārita	adj.	unobstructed
अवारितद्वार	avāritadvāra	adj.	having open doors
अवारितम्	avāritam	ind.	without obstacles
अवारितव्य	avāritavya	adj.	not to be impeded or hindered
अवारितव्य	avāritavya	adj.	not to be kept off
अवारोपण	avāropaṇa	n.	downloading  [ computer ]
अवारोपयति	avāropayati	verb	download  [ computer ]
अवार्छति { अवार्छ् }	avārchati  { avārch }	verb	become damaged
अवार्जति { अवार्ज् }	avārjati  { avārj }	verb	dismiss
अवार्त्त	avārtta	adj.	important
अवार्त्त	avārtta	adj.	not worthless
अवार्य	avārya	adj.	incurable
अवार्य	avārya	adj.	not to be kept back or warded off
अवार्यता	avāryatā	f.	incurableness
अवालोचते { अवालोच् }	avālocate  { avāloc }	verb	consider
अवावन्	avāvan	adj.	a thief
अवावन्	avāvan	adj.	one who carries off
अवासन	avāsana	n.	abatement
अवासस्	avāsas	adj.	unclothed
अवास्तव	avāstava	adj.	fictitious
अवास्तव	avāstava	adj.	irrational
अवास्तव	avāstava	adj.	unfounded
अवास्तव	avāstava	adj.	unreal
अवास्तव	avāstava	adj.	unsubstantial
अवास्तविक-लेखा	avāstavika-lekhā	f.	nominal account  [ Com. ]
अवाहरण	avāharaṇa	n.	downloading  [ computer ]
अवाहरति	avāharati	verb	download  [ computer ]
